Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Bathroom,Balcony,Car Parking,Ownership
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
6070,6,1000,0,10,3,0,6,5,3,2,2,1
13108,6,1415,0,32,3,1,0,17,3,3,2,4
7296,6,900,0,10,3,2,0,1,2,2,2,1
5246,6,805,0,9,3,2,1,0,2,1,2,1
7500,6,1000,0,7,3,2,0,0,2,1,2,1
11818,6,900,0,2,0,2,0,17,2,1,2,1
6854,6,880,0,4,3,2,1,5,2,2,2,1
4062,6,1050,0,4,3,1,0,17,2,2,2,4
3877,6,1435,0,3,3,1,0,17,3,3,2,1
